
###############################

###############################
ADULT_COMPLEX, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 4402.074821002316, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_test.csv']
patients = pd.read_csv .. & histories = pd.read_csv .., 35.05659103393555, 1108.424186706543, UNKNOWN
data = patients.merge .. , 14.019012451171875, 1122.4431991577148, UNKNOWN
complications = data.groupby .. , 8.505105972290039, 1130.9483051300049, UNKNOWN
data = data.merge(complications .. , 15.056848526000977, 1146.0051536560059, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.531156539916992, 1163.5363101959229, UNKNOWN
data = data[['smoker', 'las .. , 22.026777267456055, 1185.563087463379, UNKNOWN
train_test_split .. , 26.86142921447754, 1212.4245166778564, UNKNOWN
train_test_split .. , 760.1022720336914, 1972.5267887115479, UNKNOWN
train_test_split .. , 96.58956527709961, 2069.1163539886475, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 25.069236755371094, 25.069236755371094, UNKNOWN
data = patients.merge .. , 16.5557861328125, 41.625022888183594, UNKNOWN
complications = data.groupby .. , 4.507303237915039, 46.13232612609863, UNKNOWN
data = data.merge(complications .. , 16.054153442382812, 62.186479568481445, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 14.052867889404297, 76.23934745788574, UNKNOWN
data = data[['smoker', 'las .. , 81.71558380126953, 157.95493125915527, UNKNOWN
train_test_split .. , 10.032892227172852, 167.98782348632812, UNKNOWN
train_test_split .. , 791.4702892303467, 959.4581127166748, UNKNOWN
train_test_split .. , 93.25742721557617, 1052.715539932251, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 61.16652488708496, 1113.882064819336, UNKNOWN
data = patients.merge .. , 20.56145668029785, 1134.4435214996338, UNKNOWN
complications = data.groupby .. , 5.509138107299805, 1139.9526596069336, UNKNOWN
data = data.merge(complications .. , 12.537717819213867, 1152.4903774261475, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 16.03412628173828, 1168.5245037078857, UNKNOWN
data = data[['smoker', 'las .. , 20.58243751525879, 1189.1069412231445, UNKNOWN
train_test_split .. , 28.11264991760254, 1217.219591140747, UNKNOWN
train_test_split .. , 687.4525547027588, 1904.6721458435059, UNKNOWN
train_test_split .. , 100.78120231628418, 2005.45334815979, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 17.05646514892578, 17.05646514892578, UNKNOWN
data = patients.merge .. , 20.087718963623047, 37.14418411254883, UNKNOWN
complications = data.groupby .. , 9.022235870361328, 46.166419982910156, UNKNOWN
data = data.merge(complications .. , 17.510414123535156, 63.67683410644531, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.5168514251709, 81.19368553161621, UNKNOWN
data = data[['smoker', 'las .. , 88.78779411315918, 169.9814796447754, UNKNOWN
train_test_split .. , 12.514829635620117, 182.4963092803955, UNKNOWN
train_test_split .. , 786.0171794891357, 968.5134887695312, UNKNOWN
train_test_split .. , 114.17484283447266, 1082.688331604004, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 32.83882141113281, 1115.5271530151367, UNKNOWN
data = patients.merge .. , 15.027999877929688, 1130.5551528930664, UNKNOWN
complications = data.groupby .. , 7.502317428588867, 1138.0574703216553, UNKNOWN
data = data.merge(complications .. , 15.50602912902832, 1153.5634994506836, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.013715744018555, 1171.5772151947021, UNKNOWN
data = data[['smoker', 'las .. , 25.524377822875977, 1197.1015930175781, UNKNOWN
train_test_split .. , 31.52322769165039, 1228.6248207092285, UNKNOWN
train_test_split .. , 772.3686695098877, 2000.9934902191162, UNKNOWN
train_test_split .. , 105.35144805908203, 2106.3449382781982, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 19.039630889892578, 19.039630889892578, UNKNOWN
data = patients.merge .. , 22.731781005859375, 41.77141189575195, UNKNOWN
complications = data.groupby .. , 7.565021514892578, 49.33643341064453, UNKNOWN
data = data.merge(complications .. , 16.535282135009766, 65.8717155456543, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.038272857666016, 83.90998840332031, UNKNOWN
data = data[['smoker', 'las .. , 90.69490432739258, 174.6048927307129, UNKNOWN
train_test_split .. , 13.016939163208008, 187.6218318939209, UNKNOWN
train_test_split .. , 881.4074993133545, 1069.0293312072754, UNKNOWN
train_test_split .. , 99.65682029724121, 1168.6861515045166, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 49.17740821838379, 1217.8635597229004, UNKNOWN
data = patients.merge .. , 16.465425491333008, 1234.3289852142334, UNKNOWN
complications = data.groupby .. , 8.707284927368164, 1243.0362701416016, UNKNOWN
data = data.merge(complications .. , 16.215801239013672, 1259.2520713806152, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 19.60301399230957, 1278.8550853729248, UNKNOWN
data = data[['smoker', 'las .. , 22.03965187072754, 1300.8947372436523, UNKNOWN
train_test_split .. , 30.568599700927734, 1331.46333694458, UNKNOWN
train_test_split .. , 790.3108596801758, 2121.774196624756, UNKNOWN
train_test_split .. , 119.86684799194336, 2241.641044616699, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 17.65608787536621, 17.65608787536621, UNKNOWN
data = patients.merge .. , 22.164106369018555, 39.820194244384766, UNKNOWN
complications = data.groupby .. , 6.515741348266602, 46.33593559265137, UNKNOWN
data = data.merge(complications .. , 16.058921813964844, 62.39485740661621, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 22.0644474029541, 84.45930480957031, UNKNOWN
data = data[['smoker', 'las .. , 85.88361740112305, 170.34292221069336, UNKNOWN
train_test_split .. , 12.600183486938477, 182.94310569763184, UNKNOWN
train_test_split .. , 803.1184673309326, 986.0615730285645, UNKNOWN
train_test_split .. , 97.60403633117676, 1083.6656093597412, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 44.36779022216797, 1128.0333995819092, UNKNOWN
data = patients.merge .. , 12.901544570922852, 1140.934944152832, UNKNOWN
complications = data.groupby .. , 7.588386535644531, 1148.5233306884766, UNKNOWN
data = data.merge(complications .. , 15.335559844970703, 1163.8588905334473, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 16.196250915527344, 1180.0551414489746, UNKNOWN
data = data[['smoker', 'las .. , 21.138906478881836, 1201.1940479278564, UNKNOWN
train_test_split .. , 28.6867618560791, 1229.8808097839355, UNKNOWN
train_test_split .. , 791.3365364074707, 2021.2173461914062, UNKNOWN
train_test_split .. , 100.83174705505371, 2122.04909324646, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 14.024734497070312, 14.024734497070312, UNKNOWN
data = patients.merge .. , 17.526626586914062, 31.551361083984375, UNKNOWN
complications = data.groupby .. , 5.019903182983398, 36.57126426696777, UNKNOWN
data = data.merge(complications .. , 16.527414321899414, 53.09867858886719, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.543315887451172, 70.64199447631836, UNKNOWN
data = data[['smoker', 'las .. , 90.3620719909668, 161.00406646728516, UNKNOWN
train_test_split .. , 13.032674789428711, 174.03674125671387, UNKNOWN
train_test_split .. , 787.6720428466797, 961.7087841033936, UNKNOWN
train_test_split .. , 108.1700325012207, 1069.8788166046143, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 64.2390251159668, 1134.117841720581, UNKNOWN
data = patients.merge .. , 18.037080764770508, 1152.1549224853516, UNKNOWN
complications = data.groupby .. , 8.517980575561523, 1160.672903060913, UNKNOWN
data = data.merge(complications .. , 16.14093780517578, 1176.8138408660889, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 19.345521926879883, 1196.1593627929688, UNKNOWN
data = data[['smoker', 'las .. , 21.900177001953125, 1218.0595397949219, UNKNOWN
train_test_split .. , 30.718326568603516, 1248.7778663635254, UNKNOWN
train_test_split .. , 1073.9176273345947, 2322.69549369812, UNKNOWN
train_test_split .. , 204.47516441345215, 2527.1706581115723, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 13.895273208618164, 13.895273208618164, UNKNOWN
data = patients.merge .. , 17.08984375, 30.985116958618164, UNKNOWN
complications = data.groupby .. , 5.012273788452148, 35.99739074707031, UNKNOWN
data = data.merge(complications .. , 15.799283981323242, 51.796674728393555, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 16.61229133605957, 68.40896606445312, UNKNOWN
data = data[['smoker', 'las .. , 90.7595157623291, 159.16848182678223, UNKNOWN
train_test_split .. , 12.743234634399414, 171.91171646118164, UNKNOWN
train_test_split .. , 741.6086196899414, 913.520336151123, UNKNOWN
train_test_split .. , 96.52495384216309, 1010.0452899932861, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 41.80121421813965, 1051.8465042114258, UNKNOWN
data = patients.merge .. , 14.915704727172852, 1066.7622089385986, UNKNOWN
complications = data.groupby .. , 8.522748947143555, 1075.2849578857422, UNKNOWN
data = data.merge(complications .. , 14.48512077331543, 1089.7700786590576, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.301010131835938, 1108.0710887908936, UNKNOWN
data = data[['smoker', 'las .. , 19.60277557373047, 1127.673864364624, UNKNOWN
train_test_split .. , 32.00507164001465, 1159.6789360046387, UNKNOWN
train_test_split .. , 1051.8031120300293, 2211.482048034668, UNKNOWN
train_test_split .. , 204.17261123657227, 2415.6546592712402, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 18.665552139282227, 18.665552139282227, UNKNOWN
data = patients.merge .. , 20.673751831054688, 39.339303970336914, UNKNOWN
complications = data.groupby .. , 6.440639495849609, 45.77994346618652, UNKNOWN
data = data.merge(complications .. , 18.72706413269043, 64.50700759887695, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.72785186767578, 82.23485946655273, UNKNOWN
data = data[['smoker', 'las .. , 91.60304069519043, 173.83790016174316, UNKNOWN
train_test_split .. , 12.407302856445312, 186.24520301818848, UNKNOWN
train_test_split .. , 784.3637466430664, 970.6089496612549, UNKNOWN
train_test_split .. , 103.64222526550293, 1074.2511749267578, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 74.5537281036377, 1148.8049030303955, UNKNOWN
data = patients.merge .. , 16.859054565429688, 1165.6639575958252, UNKNOWN
complications = data.groupby .. , 7.440805435180664, 1173.1047630310059, UNKNOWN
data = data.merge(complications .. , 15.289783477783203, 1188.394546508789, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 20.813465118408203, 1209.2080116271973, UNKNOWN
data = data[['smoker', 'las .. , 21.03281021118164, 1230.240821838379, UNKNOWN
train_test_split .. , 31.93187713623047, 1262.1726989746094, UNKNOWN
train_test_split .. , 1120.2874183654785, 2382.460117340088, UNKNOWN
train_test_split .. , 201.3094425201416, 2583.7695598602295, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 14.43791389465332, 14.43791389465332, UNKNOWN
data = patients.merge .. , 16.97683334350586, 31.41474723815918, UNKNOWN
complications = data.groupby .. , 5.921840667724609, 37.33658790588379, UNKNOWN
data = data.merge(complications .. , 16.242504119873047, 53.579092025756836, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 16.283035278320312, 69.86212730407715, UNKNOWN
data = data[['smoker', 'las .. , 84.46931838989258, 154.33144569396973, UNKNOWN
train_test_split .. , 11.368989944458008, 165.70043563842773, UNKNOWN
train_test_split .. , 778.9971828460693, 944.6976184844971, UNKNOWN
train_test_split .. , 97.79119491577148, 1042.4888134002686, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 52.67834663391113, 1095.1671600341797, UNKNOWN
data = patients.merge .. , 15.543222427368164, 1110.7103824615479, UNKNOWN
complications = data.groupby .. , 7.407426834106445, 1118.1178092956543, UNKNOWN
data = data.merge(complications .. , 16.246318817138672, 1134.364128112793, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 20.641326904296875, 1155.0054550170898, UNKNOWN
data = data[['smoker', 'las .. , 24.265527725219727, 1179.2709827423096, UNKNOWN
train_test_split .. , 30.09796142578125, 1209.3689441680908, UNKNOWN
train_test_split .. , 1168.7183380126953, 2378.087282180786, UNKNOWN
train_test_split .. , 217.12064743041992, 2595.207929611206, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 13.782739639282227, 13.782739639282227, UNKNOWN
data = patients.merge .. , 18.69654655456543, 32.479286193847656, UNKNOWN
complications = data.groupby .. , 5.953788757324219, 38.433074951171875, UNKNOWN
data = data.merge(complications .. , 18.704891204833984, 57.13796615600586, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.171072006225586, 75.30903816223145, UNKNOWN
data = data[['smoker', 'las .. , 90.12913703918457, 165.43817520141602, UNKNOWN
train_test_split .. , 19.67763900756836, 185.11581420898438, UNKNOWN
train_test_split .. , 779.473066329956, 964.5888805389404, UNKNOWN
train_test_split .. , 95.27993202209473, 1059.8688125610352, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 59.0822696685791, 1118.9510822296143, UNKNOWN
data = patients.merge .. , 14.229297637939453, 1133.1803798675537, UNKNOWN
complications = data.groupby .. , 8.377313613891602, 1141.5576934814453, UNKNOWN
data = data.merge(complications .. , 15.783071517944336, 1157.3407649993896, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.21589469909668, 1175.5566596984863, UNKNOWN
data = data[['smoker', 'las .. , 20.662784576416016, 1196.2194442749023, UNKNOWN
train_test_split .. , 31.04543685913086, 1227.2648811340332, UNKNOWN
train_test_split .. , 1140.8965587615967, 2368.16143989563, UNKNOWN
train_test_split .. , 190.11783599853516, 2558.279275894165, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 19.78135108947754, 19.78135108947754, UNKNOWN
data = patients.merge .. , 23.67544174194336, 43.4567928314209, UNKNOWN
complications = data.groupby .. , 5.419254302978516, 48.876047134399414, UNKNOWN
data = data.merge(complications .. , 16.811609268188477, 65.68765640258789, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.2342529296875, 83.92190933227539, UNKNOWN
data = data[['smoker', 'las .. , 89.44129943847656, 173.36320877075195, UNKNOWN
train_test_split .. , 12.836456298828125, 186.19966506958008, UNKNOWN
train_test_split .. , 787.3365879058838, 973.5362529754639, UNKNOWN
train_test_split .. , 97.13268280029297, 1070.6689357757568, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 13.860225677490234, 13.860225677490234, UNKNOWN
data = patients.merge .. , 16.25370979309082, 30.113935470581055, UNKNOWN
complications = data.groupby .. , 5.447864532470703, 35.56180000305176, UNKNOWN
data = data.merge(complications .. , 16.83950424194336, 52.40130424499512, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 19.272327423095703, 71.67363166809082, UNKNOWN
data = data[['smoker', 'las .. , 85.53814888000488, 157.2117805480957, UNKNOWN
train_test_split .. , 11.330127716064453, 168.54190826416016, UNKNOWN
train_test_split .. , 805.6724071502686, 974.2143154144287, UNKNOWN
train_test_split .. , 106.75883293151855, 1080.9731483459473, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 14.721870422363281, 14.721870422363281, UNKNOWN
data = patients.merge .. , 17.189741134643555, 31.911611557006836, UNKNOWN
complications = data.groupby .. , 4.915952682495117, 36.82756423950195, UNKNOWN
data = data.merge(complications .. , 17.694473266601562, 54.522037506103516, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.24784278869629, 72.7698802947998, UNKNOWN
data = data[['smoker', 'las .. , 94.0861701965332, 166.856050491333, UNKNOWN
train_test_split .. , 12.306928634643555, 179.16297912597656, UNKNOWN
train_test_split .. , 797.0008850097656, 976.1638641357422, UNKNOWN
train_test_split .. , 111.5872859954834, 1087.7511501312256, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 45.838117599487305, 1133.589267730713, UNKNOWN
data = patients.merge .. , 15.205621719360352, 1148.7948894500732, UNKNOWN
complications = data.groupby .. , 7.417440414428711, 1156.212329864502, UNKNOWN
data = data.merge(complications .. , 15.250682830810547, 1171.4630126953125, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.699718475341797, 1189.1627311706543, UNKNOWN
data = data[['smoker', 'las .. , 21.700620651245117, 1210.8633518218994, UNKNOWN
train_test_split .. , 30.00020980834961, 1240.863561630249, UNKNOWN
train_test_split .. , 1147.8090286254883, 2388.6725902557373, UNKNOWN
train_test_split .. , 208.4808349609375, 2597.153425216675, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 15.787124633789062, 15.787124633789062, UNKNOWN
data = patients.merge .. , 21.663427352905273, 37.450551986694336, UNKNOWN
complications = data.groupby .. , 7.3680877685546875, 44.81863975524902, UNKNOWN
data = data.merge(complications .. , 17.194032669067383, 62.012672424316406, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.740964889526367, 79.75363731384277, UNKNOWN
data = data[['smoker', 'las .. , 93.46580505371094, 173.2194423675537, UNKNOWN
train_test_split .. , 12.322664260864258, 185.54210662841797, UNKNOWN
train_test_split .. , 892.009973526001, 1077.552080154419, UNKNOWN
train_test_split .. , 105.69286346435547, 1183.2449436187744, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 47.417402267456055, 1230.6623458862305, UNKNOWN
data = patients.merge .. , 16.78633689880371, 1247.4486827850342, UNKNOWN
complications = data.groupby .. , 8.381366729736328, 1255.8300495147705, UNKNOWN
data = data.merge(complications .. , 16.29495620727539, 1272.125005722046, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.81177520751953, 1289.9367809295654, UNKNOWN
data = data[['smoker', 'las .. , 21.750211715698242, 1311.6869926452637, UNKNOWN
train_test_split .. , 29.59418296813965, 1341.2811756134033, UNKNOWN
train_test_split .. , 1242.7527904510498, 2584.033966064453, UNKNOWN
train_test_split .. , 215.2869701385498, 2799.320936203003, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 15.798568725585938, 15.798568725585938, UNKNOWN
data = patients.merge .. , 18.795013427734375, 34.59358215332031, UNKNOWN
complications = data.groupby .. , 4.912853240966797, 39.50643539428711, UNKNOWN
data = data.merge(complications .. , 16.818523406982422, 56.32495880126953, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.788576126098633, 75.11353492736816, UNKNOWN
data = data[['smoker', 'las .. , 94.27785873413086, 169.39139366149902, UNKNOWN
train_test_split .. , 13.362884521484375, 182.7542781829834, UNKNOWN
train_test_split .. , 874.8822212219238, 1057.6364994049072, UNKNOWN
train_test_split .. , 104.38060760498047, 1162.0171070098877, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 15.316486358642578, 15.316486358642578, UNKNOWN
data = patients.merge .. , 20.672082901000977, 35.988569259643555, UNKNOWN
complications = data.groupby .. , 5.416393280029297, 41.40496253967285, UNKNOWN
data = data.merge(complications .. , 20.663976669311523, 62.068939208984375, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 19.687891006469727, 81.7568302154541, UNKNOWN
data = data[['smoker', 'las .. , 97.03564643859863, 178.79247665405273, UNKNOWN
train_test_split .. , 13.843774795532227, 192.63625144958496, UNKNOWN
train_test_split .. , 885.9169483184814, 1078.5531997680664, UNKNOWN
train_test_split .. , 111.44423484802246, 1189.9974346160889, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 15.248537063598633, 15.248537063598633, UNKNOWN
data = patients.merge .. , 19.71888542175293, 34.96742248535156, UNKNOWN
complications = data.groupby .. , 4.918813705444336, 39.8862361907959, UNKNOWN
data = data.merge(complications .. , 17.727375030517578, 57.61361122131348, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.7838077545166, 76.39741897583008, UNKNOWN
data = data[['smoker', 'las .. , 90.20209312438965, 166.59951210021973, UNKNOWN
train_test_split .. , 16.390323638916016, 182.98983573913574, UNKNOWN
train_test_split .. , 914.2212867736816, 1097.2111225128174, UNKNOWN
train_test_split .. , 112.46418952941895, 1209.6753120422363, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 15.861749649047852, 15.861749649047852, UNKNOWN
data = patients.merge .. , 19.290685653686523, 35.152435302734375, UNKNOWN
complications = data.groupby .. , 5.51605224609375, 40.668487548828125, UNKNOWN
data = data.merge(complications .. , 17.483949661254883, 58.15243721008301, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.845869064331055, 75.99830627441406, UNKNOWN
data = data[['smoker', 'las .. , 90.91949462890625, 166.9178009033203, UNKNOWN
train_test_split .. , 12.861967086791992, 179.7797679901123, UNKNOWN
train_test_split .. , 898.0388641357422, 1077.8186321258545, UNKNOWN
train_test_split .. , 110.13460159301758, 1187.953233718872, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 14.333486557006836, 14.333486557006836, UNKNOWN
data = patients.merge .. , 19.32072639465332, 33.654212951660156, UNKNOWN
complications = data.groupby .. , 5.459308624267578, 39.113521575927734, UNKNOWN
data = data.merge(complications .. , 21.175384521484375, 60.28890609741211, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.81241798400879, 79.1013240814209, UNKNOWN
data = data[['smoker', 'las .. , 91.6893482208252, 170.7906723022461, UNKNOWN
train_test_split .. , 16.79372787475586, 187.58440017700195, UNKNOWN
train_test_split .. , 893.6376571655273, 1081.2220573425293, UNKNOWN
train_test_split .. , 106.32848739624023, 1187.5505447387695, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 50.02999305725098, 1237.5805377960205, UNKNOWN
data = patients.merge .. , 20.872831344604492, 1258.453369140625, UNKNOWN
complications = data.groupby .. , 9.953975677490234, 1268.4073448181152, UNKNOWN
data = data.merge(complications .. , 16.872644424438477, 1285.2799892425537, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 19.855976104736328, 1305.13596534729, UNKNOWN
data = data[['smoker', 'las .. , 23.360013961791992, 1328.495979309082, UNKNOWN
train_test_split .. , 33.2486629486084, 1361.7446422576904, UNKNOWN
train_test_split .. , 1270.7037925720215, 2632.448434829712, UNKNOWN
train_test_split .. , 227.6899814605713, 2860.138416290283, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 14.8773193359375, 14.8773193359375, UNKNOWN
data = patients.merge .. , 19.858360290527344, 34.735679626464844, UNKNOWN
complications = data.groupby .. , 5.491495132446289, 40.22717475891113, UNKNOWN
data = data.merge(complications .. , 17.870426177978516, 58.09760093688965, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 18.834829330444336, 76.93243026733398, UNKNOWN
data = data[['smoker', 'las .. , 98.43039512634277, 175.36282539367676, UNKNOWN
train_test_split .. , 13.318777084350586, 188.68160247802734, UNKNOWN
train_test_split .. , 918.0521965026855, 1106.733798980713, UNKNOWN
train_test_split .. , 113.12103271484375, 1219.8548316955566, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 47.03402519226074, 1266.8888568878174, UNKNOWN
data = patients.merge .. , 19.801855087280273, 1286.6907119750977, UNKNOWN
complications = data.groupby .. , 9.907960891723633, 1296.5986728668213, UNKNOWN
data = data.merge(complications .. , 20.276546478271484, 1316.8752193450928, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 24.785757064819336, 1341.660976409912, UNKNOWN
data = data[['smoker', 'las .. , 27.18067169189453, 1368.8416481018066, UNKNOWN
train_test_split .. , 35.57229042053223, 1404.4139385223389, UNKNOWN
train_test_split .. , 1260.4663372039795, 2664.8802757263184, UNKNOWN
train_test_split .. , 220.9315299987793, 2885.8118057250977, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 19.85335350036621, 19.85335350036621, UNKNOWN
data = patients.merge .. , 22.250652313232422, 42.10400581359863, UNKNOWN
complications = data.groupby .. , 6.905794143676758, 49.00979995727539, UNKNOWN
data = data.merge(complications .. , 15.841007232666016, 64.8508071899414, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 28.107404708862305, 92.95821189880371, UNKNOWN
data = data[['smoker', 'las .. , 88.08326721191406, 181.04147911071777, UNKNOWN
train_test_split .. , 14.227151870727539, 195.2686309814453, UNKNOWN
train_test_split .. , 920.4089641571045, 1115.6775951385498, UNKNOWN
train_test_split .. , 152.6503562927246, 1268.3279514312744, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 85.91532707214355, 1354.243278503418, UNKNOWN
data = patients.merge .. , 17.957448959350586, 1372.2007274627686, UNKNOWN
complications = data.groupby .. , 7.375240325927734, 1379.5759677886963, UNKNOWN
data = data.merge(complications .. , 14.336109161376953, 1393.9120769500732, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 23.77915382385254, 1417.6912307739258, UNKNOWN
data = data[['smoker', 'las .. , 21.691560745239258, 1439.382791519165, UNKNOWN
train_test_split .. , 33.215999603271484, 1472.5987911224365, UNKNOWN
train_test_split .. , 1263.8275623321533, 2736.42635345459, UNKNOWN
train_test_split .. , 224.56002235412598, 2960.986375808716, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 13.799905776977539, 2974.7862815856934, UNKNOWN
data = patients.merge .. , 18.88561248779297, 2993.6718940734863, UNKNOWN
complications = data.groupby .. , 6.030082702636719, 2999.701976776123, UNKNOWN
data = data.merge(complications .. , 17.31109619140625, 3017.0130729675293, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 14.865875244140625, 3031.87894821167, UNKNOWN
data = data[['smoker', 'las .. , 19.87171173095703, 3051.750659942627, UNKNOWN
train_test_split .. , 12.939691543579102, 3064.690351486206, UNKNOWN
train_test_split .. , 730.5848598480225, 3795.2752113342285, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 14.43624496459961, 14.43624496459961, UNKNOWN
data = patients.merge .. , 16.849756240844727, 31.286001205444336, UNKNOWN
complications = data.groupby .. , 7.878780364990234, 39.16478157043457, UNKNOWN
data = data.merge(complications .. , 21.83055877685547, 60.99534034729004, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.821788787841797, 78.81712913513184, UNKNOWN
data = data[['smoker', 'las .. , 98.97875785827637, 177.7958869934082, UNKNOWN
train_test_split .. , 16.00337028503418, 193.79925727844238, UNKNOWN
train_test_split .. , 815.9201145172119, 1009.7193717956543, UNKNOWN
train_test_split .. , 100.59356689453125, 1110.3129386901855, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 42.592525482177734, 1152.9054641723633, UNKNOWN
data = patients.merge .. , 14.371156692504883, 1167.2766208648682, UNKNOWN
complications = data.groupby .. , 7.593870162963867, 1174.870491027832, UNKNOWN
data = data.merge(complications .. , 15.437602996826172, 1190.3080940246582, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 19.326448440551758, 1209.63454246521, UNKNOWN
data = data[['smoker', 'las .. , 20.826339721679688, 1230.4608821868896, UNKNOWN
train_test_split .. , 30.141830444335938, 1260.6027126312256, UNKNOWN
train_test_split .. , 1127.7921199798584, 2388.394832611084, UNKNOWN
train_test_split .. , 201.4291286468506, 2589.8239612579346, UNKNOWN
